Date,Open,High,Low,Close,Adj Close,Volume
2019-09-16,164.13999938964844,165.47999572753906,162.89999389648438,164.58999633789062,153.42039489746094,1164700
2019-09-17,162.99000549316406,164.25,162.3000030517578,163.99000549316406,152.861083984375,1347800
2019-09-18,163.47000122070312,165.6300048828125,162.82000732421875,165.3800048828125,154.15675354003906,1215900
2019-09-19,165.14999389648438,166.0,163.6999969482422,164.44000244140625,153.28057861328125,986000
2019-09-20,164.8300018310547,166.6999969482422,162.8800048828125,164.07000732421875,152.93565368652344,2942700
2019-09-23,162.88999938964844,166.0800018310547,162.75999450683594,165.2100067138672,153.9983367919922,1412300
2019-09-24,165.61000061035156,166.30999755859375,163.9499969482422,165.9600067138672,154.69740295410156,3124800
2019-09-25,165.67999267578125,166.24000549316406,164.42999267578125,165.19000244140625,153.97964477539062,2814000
2019-09-26,165.1699981689453,166.9199981689453,164.75,166.41000366210938,155.1168670654297,1808800
2019-09-27,166.5,167.30999755859375,165.0,166.25999450683594,155.6880645751953,1591200
2019-09-30,166.77999877929688,169.02999877929688,166.66000366210938,168.67999267578125,157.95419311523438,1828700
2019-10-01,169.60000610351562,170.2100067138672,164.64999389648438,165.5,154.97637939453125,2299500
2019-10-02,164.0,164.97999572753906,161.0800018310547,163.25,152.8694610595703,2646300
2019-10-03,163.2100067138672,165.19000244140625,160.61000061035156,164.8300018310547,154.34898376464844,1367500
2019-10-04,164.8000030517578,167.77999877929688,164.14999389648438,167.69000244140625,157.0271453857422,1217300
2019-10-07,167.94000244140625,168.67999267578125,166.41000366210938,166.5500030517578,155.95960998535156,1221600
2019-10-08,164.2899932861328,166.19000244140625,162.86000061035156,164.97000122070312,154.4801025390625,1848600
2019-10-09,166.39999389648438,167.61000061035156,164.64999389648438,166.42999267578125,155.84725952148438,2089100
2019-10-10,166.50999450683594,169.9499969482422,166.02999877929688,167.8000030517578,157.130126953125,1996800
2019-10-11,170.0,173.25999450683594,169.47999572753906,170.9499969482422,160.0797882080078,5006800
2019-10-14,170.8000030517578,170.9499969482422,168.57000732421875,168.92999267578125,158.18829345703125,1769000
2019-10-15,169.55999755859375,173.02999877929688,168.14999389648438,172.63999938964844,161.6623992919922,1898500
2019-10-16,172.05999755859375,174.10000610351562,171.0,171.05999755859375,160.182861328125,1824100
2019-10-17,172.02999877929688,173.0,171.30999755859375,172.13999938964844,161.19418334960938,1203400
2019-10-18,172.02999877929688,174.25,171.5,173.9199981689453,162.86099243164062,1616200
2019-10-21,174.66000366210938,175.72000122070312,174.0,174.02999877929688,162.96401977539062,1375200
2019-10-22,174.75,176.38999938964844,173.58999633789062,175.14999389648438,164.01275634765625,1486600
2019-10-23,173.67999267578125,175.82000732421875,173.5,175.0,163.87229919433594,1227100
2019-10-24,175.0,175.0,170.91000366210938,172.11000061035156,161.16607666015625,2478700
2019-10-25,172.1999969482422,174.10000610351562,172.13999938964844,173.11000061035156,162.1024627685547,2102400
2019-10-28,174.44000244140625,175.38999938964844,172.99000549316406,173.35000610351562,162.3272247314453,1433100
2019-10-29,172.3000030517578,174.63999938964844,171.75,174.11000061035156,163.0388946533203,1586500
2019-10-30,174.6199951171875,174.6199951171875,172.61000061035156,173.82000732421875,162.767333984375,1624700
2019-10-31,173.44000244140625,174.3800048828125,170.35000610351562,174.13999938964844,163.06700134277344,2181800
2019-11-01,175.89999389648438,176.25999450683594,174.7899932861328,176.11000061035156,164.91172790527344,3090800
2019-11-04,177.75,179.32000732421875,177.75,179.10000610351562,167.71160888671875,1990200
2019-11-05,179.22000122070312,179.6999969482422,178.19000244140625,178.9199981689453,167.5430450439453,1314300
2019-11-06,178.5800018310547,178.63999938964844,175.24000549316406,175.97000122070312,164.78065490722656,1929200
2019-11-07,177.82000732421875,179.16000366210938,177.52999877929688,177.88999938964844,166.57852172851562,1652800
2019-11-08,178.49000549316406,178.91000366210938,177.27000427246094,178.36000061035156,167.01866149902344,1713600
2019-11-11,177.27999877929688,180.47999572753906,176.5800018310547,179.8000030517578,168.36708068847656,1410200
2019-11-12,179.8000030517578,179.8000030517578,176.0500030517578,176.38999938964844,165.17391967773438,1436200
2019-11-13,175.02999877929688,175.7899932861328,172.6999969482422,175.6699981689453,164.4997100830078,1835500
2019-11-14,173.22000122070312,176.7100067138672,173.0,174.3800048828125,163.29173278808594,1307500
2019-11-15,175.52999877929688,175.8300018310547,174.05999755859375,174.47999572753906,163.3853759765625,1611100
2019-11-18,174.0,174.9199981689453,172.3800048828125,174.91000366210938,163.78802490234375,1418100
2019-11-19,176.3300018310547,176.3300018310547,173.38999938964844,173.64999389648438,162.60812377929688,1192800
2019-11-20,172.91000366210938,173.41000366210938,169.74000549316406,172.07000732421875,161.12864685058594,2013300
2019-11-21,172.72999572753906,176.3000030517578,172.22999572753906,176.02999877929688,164.83685302734375,1627600
2019-11-22,176.1699981689453,176.97999572753906,174.61000061035156,175.3800048828125,164.22816467285156,1292800
2019-11-25,176.0800018310547,176.92999267578125,175.1999969482422,176.61000061035156,165.37994384765625,1556800
2019-11-26,176.9600067138672,178.33999633789062,176.60000610351562,176.64999389648438,165.41737365722656,2786900
2019-11-27,168.5,172.3699951171875,167.0500030517578,169.05999755859375,158.31002807617188,7626000
2019-11-29,168.3000030517578,169.32000732421875,167.6999969482422,168.0500030517578,157.36422729492188,1394400
2019-12-02,165.3000030517578,167.24000549316406,164.77000427246094,165.2899932861328,154.77969360351562,2694400
2019-12-03,163.3300018310547,164.3000030517578,162.0399932861328,163.5,153.10354614257812,1966500
2019-12-04,164.07000732421875,166.86000061035156,163.6999969482422,165.27000427246094,154.7610321044922,1756400
2019-12-05,165.5500030517578,165.8800048828125,163.85000610351562,164.5800018310547,154.1149139404297,1234000
2019-12-06,167.07000732421875,167.47999572753906,164.4499969482422,165.2100067138672,154.7048797607422,1523400
2019-12-09,165.39999389648438,168.16000366210938,165.11000061035156,167.89999389648438,157.22373962402344,1730800
2019-12-10,167.5399932861328,170.0,166.6699981689453,169.89999389648438,159.09657287597656,1643100
2019-12-11,170.6199951171875,170.67999267578125,168.36000061035156,169.6999969482422,158.90933227539062,1245800
2019-12-12,169.5,174.16000366210938,168.6199951171875,173.82000732421875,162.767333984375,2168500
2019-12-13,173.74000549316406,176.39999389648438,171.13999938964844,172.5,161.53128051757812,1775600
2019-12-16,174.22999572753906,174.99000549316406,172.6699981689453,172.85000610351562,161.85902404785156,1408700
2019-12-17,172.4600067138672,174.25999450683594,171.64999389648438,173.83999633789062,162.7860870361328,1247000
2019-12-18,172.72000122070312,173.58999633789062,171.22000122070312,172.61000061035156,161.63429260253906,2209000
2019-12-19,173.3000030517578,173.6300048828125,171.9199981689453,172.75999450683594,161.7747344970703,1249000
2019-12-20,175.3800048828125,176.5800018310547,173.32000732421875,174.64999389648438,163.5445556640625,2593600
2019-12-23,175.64999389648438,175.64999389648438,173.4499969482422,175.0500030517578,163.91917419433594,1005700
2019-12-24,174.9499969482422,175.5,174.02000427246094,174.5,163.40411376953125,332300
2019-12-26,174.8000030517578,175.1300048828125,173.57000732421875,174.8000030517578,163.6850128173828,518100
2019-12-27,175.00999450683594,175.86000061035156,174.3000030517578,175.80999755859375,164.6307830810547,719500
2019-12-30,174.88999938964844,175.1199951171875,173.50999450683594,174.16000366210938,163.79376220703125,953000
2019-12-31,174.1199951171875,174.6699981689453,172.5,173.25999450683594,162.9473419189453,748200
2020-01-02,174.24000549316406,176.8800048828125,173.72999572753906,176.86000061035156,166.33309936523438,1591100
2020-01-03,174.2100067138672,175.75999450683594,173.5500030517578,175.5500030517578,165.10107421875,1301100
2020-01-06,174.47999572753906,176.8800048828125,173.74000549316406,176.80999755859375,166.28604125976562,1234200
2020-01-07,176.00999450683594,176.44000244140625,173.49000549316406,173.74000549316406,163.39878845214844,1234200
2020-01-08,174.5,176.77999877929688,173.99000549316406,175.89999389648438,165.43020629882812,1713900
2020-01-09,176.52999877929688,178.38999938964844,176.11000061035156,177.60000610351562,167.02903747558594,1459100
2020-01-10,178.10000610351562,178.39999389648438,173.41000366210938,173.42999267578125,163.10720825195312,2560900
2020-01-13,174.0800018310547,175.0399932861328,173.57000732421875,174.74000549316406,164.3392333984375,1300900
2020-01-14,174.8800048828125,175.0500030517578,173.42999267578125,173.6699981689453,163.3329315185547,1039800
2020-01-15,173.1199951171875,175.14999389648438,172.14999389648438,172.9199981689453,162.6275634765625,1139200
2020-01-16,174.0,175.55999755859375,173.0500030517578,175.47000122070312,165.0258026123047,1410400
2020-01-17,175.7100067138672,177.00999450683594,175.52999877929688,176.1999969482422,165.7123260498047,1653400
2020-01-21,175.10000610351562,175.42999267578125,172.38999938964844,172.55999755859375,162.28897094726562,1655100
2020-01-22,173.07000732421875,173.66000366210938,170.6199951171875,171.16000366210938,160.9723663330078,1285700
